id,nom,prenom,civilite,adresse,ville,zipcode,num_tel,email,regime,date_naiss,date_effect,conjointbirthdate,nbrenfants,source,birthdatechild1,birthdatechild2,birthdatechild3,birthdatechild4,birthdatechild5,dcr,soin_medical,hospitalisation,optique,dentaire
107,André,Bernard,M,62 Rue République,Toulon,83000,0625286692,bernardandre@free.fr,Régime général,27/03/1966,30/05/2023,,2,web,20/05/1998,22/02/2005,,,,27/05/2023 00:00:00,MAXI,ELEVE,ELEVE,MAXI
108,Simon,Sandrine,M,130 Rue Nationale,Grenoble,38000,0776772190,sandrine.simon29@orange.fr,Régime général,06/03/1988,10/09/2024,02/10/1986,2,couple30_54_Vital,16/01/2013,27/04/2020,,,,16/06/2024 00:00:00,ELEVE,MOYEN,MOYEN,MAXI
109,Martinez,François,Mme,139 Rue de la Paix,Nîmes,30000,0783613407,françois_martinez@orange.fr,Régime général,18/08/1960,13/03/2025,,1,Celibataire_45_Eric,09/02/2007,,,,,11/01/2025 00:00:00,MAXI,MOYEN,ELEVE,MOYEN
110,Durand,Karine,Mme,53 Rue Victor Hugo,Argenteuil,95100,0695849825,karinedurand35@orange.fr,Régime général,07/04/1950,24/01/2020,,2,web,12/12/2001,21/10/1997,,,,23/12/2019 00:00:00,MAXI,MAXI,ELEVE,MAXI
111,Lambert,Laurent,M,183 Rue République,Lyon,69001,0667294667,laurent.lambert@laposte.net,Régime TNS,05/11/1989,12/10/2024,,0,web,,,,,,08/10/2024 00:00:00,MOYEN,ELEVE,ECO,MOYEN
112,Fontaine,Jacques,Mme,163 Rue République,Bordeaux,33000,0686363745,jacques_fontaine@orange.fr,Alsace-Moselle,15/06/1958,30/03/2020,,2,web,01/10/2010,03/12/1996,,,,17/01/2020 00:00:00,MAXI,ELEVE,MOYEN,ELEVE
113,Girard,Sébastien,Mme,113 Rue Nationale,Versailles,78000,0663242415,sebastien_girard@gmail.com,Régime agricole,02/01/1954,23/07/2020,04/01/1952,0,web,,,,,,18/06/2020 00:00:00,ELEVE,ELEVE,MAXI,MOYEN
114,Perrin,Françoise,M,152 Rue Victor Hugo,Lille,59000,0700516271,françoise.perrin14@free.fr,Régime général,25/12/1956,09/12/2020,23/02/1951,1,web,07/01/2017,,,,,08/11/2020 00:00:00,ECO,MAXI,MAXI,ELEVE
115,Fournier,Nicole,Mme,90 Rue Victor Hugo,Nice,06000,0669731121,nicolefournier@laposte.net,Régime agricole,21/03/1978,08/05/2020,,2,MH-30M,17/02/2016,20/01/2002,,,,27/02/2020 00:00:00,MOYEN,ELEVE,ELEVE,MOYEN
116,Leroy,Sébastien,Mme,192 Rue Nationale,Montpellier,34000,0703761379,sebastien.leroy@sfr.fr,Hors sécu,03/11/1988,03/12/2023,24/10/1984,2,fb-mutuelle-senior-mars-1,01/12/2014,17/04/2014,,,,25/10/2023 00:00:00,MOYEN,ECO,MAXI,MAXI
117,Leroy,Thierry,Mme,5 Rue des Fleurs,Saint-Étienne,42000,0604300684,thierryleroy@laposte.net,Régime agricole,14/10/1946,15/03/2019,25/03/1941,0,MH-42,,,,,,19/02/2019 00:00:00,ELEVE,ELEVE,ELEVE,MOYEN
118,Dupont,Thomas,Mme,21 Rue des Fleurs,Marseille,13001,0628569146,thomasdupont32@hotmail.fr,Régime TNS,18/09/1965,07/09/2023,,0,web,,,,,,29/08/2023 00:00:00,ELEVE,ELEVE,ELEVE,MAXI
119,Martinez,Isabelle,Mme,31 Rue de la Paix,Villeurbanne,69100,0602758842,isabelle_martinez@yahoo.fr,Régime général,10/01/1963,26/01/2020,,0,MH-32MC,,,,,,20/12/2019 00:00:00,ELEVE,MOYEN,ELEVE,MOYEN
120,Bernard,Laetitia,M,128 Rue Nationale,Rennes,35000,0707925241,laetitiabernard@laposte.net,Régime général,09/07/1953,07/01/2022,,0,web,,,,,,05/01/2022 00:00:00,MAXI,ELEVE,ELEVE,ELEVE
121,Martin,Pierre,M,142 Rue Nationale,Montpellier,34000,0653654195,pierre.martin@sfr.fr,Régime général,12/08/2001,25/07/2021,,0,web,,,,,,24/07/2021 00:00:00,MAXI,ECO,MOYEN,ECO
122,Rousseau,Alain,M,190 Rue des Fleurs,Lyon,69001,0675973832,alain.rousseau70@free.fr,Régime général,03/07/1940,13/08/2019,,3,web,11/05/2010,15/09/2017,07/06/2019,,,04/08/2019 00:00:00,MOYEN,MAXI,MOYEN,MAXI
123,Martin,Monique,M,136 Rue Victor Hugo,Argenteuil,95100,0770241038,monique_martin@laposte.net,Régime général,28/07/1962,30/12/2022,,0,web,,,,,,19/11/2022 00:00:00,ELEVE,ELEVE,MOYEN,MAXI
124,Petit,Corinne,M,75 Rue République,Dijon,21000,0765574313,corinne.petit@hotmail.fr,Régime général,27/11/1998,06/04/2024,,1,web,22/07/2024,,,,,21/02/2024 00:00:00,MOYEN,ELEVE,MOYEN,MOYEN
125,Simon,Philippe,M,56 Rue République,Toulon,83000,0613568044,philippe.simon@gmail.com,Hors sécu,14/06/1973,11/04/2020,15/04/1973,3,web,09/08/2011,06/02/2017,10/11/1995,,,22/03/2020 00:00:00,MOYEN,ELEVE,ELEVE,ECO
126,Martinez,Philippe,M,176 Rue de la Paix,Toulouse,31000,0710137215,philippe.martinez@gmail.com,Alsace-Moselle,04/03/1955,29/03/2024,07/03/1957,0,zra-sept,,,,,,27/01/2024 00:00:00,ECO,MOYEN,MOYEN,MAXI
127,Bonnet,Gérard,M,71 Rue République,Montreuil,93100,0720999347,gerard_bonnet@sfr.fr,Régime général,01/08/1976,01/08/2019,12/03/1975,0,ERIC,,,,,,27/07/2019 00:00:00,MOYEN,ELEVE,MOYEN,ECO
128,Leroy,Bruno,Mme,5 Rue Nationale,Le Havre,76600,0778759856,bruno_leroy77@yahoo.fr,Alsace-Moselle,26/11/1989,19/03/2020,,0,MH-80,,,,,,26/12/2019 00:00:00,MAXI,MOYEN,ELEVE,MOYEN
129,Roux,Julie,M,69 Rue des Fleurs,Lyon,69001,0639652239,julie_roux@hotmail.fr,Régime agricole,17/08/1952,23/06/2021,06/04/1948,0,web,,,,,,16/06/2021 00:00:00,MOYEN,MOYEN,ECO,MOYEN
130,Gauthier,Audrey,M,60 Rue des Fleurs,Reims,51100,0608705932,audrey_gauthier42@laposte.net,Régime général,19/10/1945,10/01/2023,18/08/1947,1,Celibataire_45_Eric,16/03/2014,,,,,09/01/2023 00:00:00,MAXI,ELEVE,MOYEN,ELEVE
131,Henry,Christine,M,87 Rue République,Boulogne-Billancourt,92100,0722675289,christine_henry@yahoo.fr,Régime général,25/03/1943,28/09/2019,03/06/1940,1,web,22/12/2008,,,,,01/09/2019 00:00:00,ELEVE,ELEVE,ELEVE,ELEVE
132,Lopez,Patricia,Mme,128 Rue Victor Hugo,Boulogne-Billancourt,92100,0713552157,patricia.lopez89@orange.fr,Régime TNS,06/03/1984,16/01/2021,,3,web,28/07/2002,06/01/2002,08/10/2010,,,19/12/2020 00:00:00,MAXI,ELEVE,MAXI,MAXI
133,Petit,Olivier,Mme,106 Rue Nationale,Montreuil,93100,0758617932,olivier_petit@gmail.com,Régime général,13/01/2001,10/11/2019,,0,web,,,,,,05/10/2019 00:00:00,ELEVE,ELEVE,MOYEN,ECO
134,Morel,Marie,Mme,111 Rue Victor Hugo,Bordeaux,33000,0720153368,mariemorel@laposte.net,Régime CFE,03/02/1941,04/06/2019,24/03/1940,2,web,03/09/2017,20/10/2009,,,,17/05/2019 00:00:00,MOYEN,MOYEN,ECO,MAXI
135,Petit,Martine,Mme,1 Rue Nationale,Lyon,69001,0649731032,martinepetit@orange.fr,Régime général,18/10/1979,10/03/2022,,0,web,,,,,,27/02/2022 00:00:00,ELEVE,ELEVE,MAXI,MOYEN
136,Dupont,Patricia,M,95 Rue Victor Hugo,Grenoble,38000,0704774349,patricia.dupont@yahoo.fr,Régime général,09/11/1975,25/06/2024,06/07/1972,0,Celibataire_45_Eric,,,,,,23/04/2024 00:00:00,MAXI,ELEVE,ELEVE,ELEVE
137,André,Alexandre,M,134 Rue Nationale,Saint-Denis,93200,0793741608,alexandreandre@sfr.fr,Régime agricole,25/07/1968,05/04/2020,,0,web,,,,,,01/02/2020 00:00:00,MOYEN,ELEVE,ECO,MOYEN
138,François,Vincent,M,153 Rue République,Nantes,44000,0711686854,vincentfrançois@free.fr,Régime général,07/03/1942,30/08/2020,,2,web,14/01/2016,14/11/2018,,,,26/08/2020 00:00:00,MOYEN,ELEVE,MOYEN,ELEVE
139,Lambert,Isabelle,Mme,106 Rue République,Nice,06000,0779970246,isabelle.lambert@sfr.fr,Régime général,19/10/1992,20/04/2019,,2,web,19/02/2018,28/05/2018,,,,20/02/2019 00:00:00,MOYEN,ELEVE,MAXI,ELEVE
140,Girard,Françoise,M,6 Rue République,Boulogne-Billancourt,92100,0744713247,françoise_girard@orange.fr,Régime général,24/01/1990,15/07/2023,,0,web,,,,,,04/07/2023 00:00:00,ELEVE,ECO,MOYEN,ELEVE
141,Michel,Didier,M,132 Rue Victor Hugo,Le Havre,76600,0648628902,didier.michel8@hotmail.fr,Régime TNS,25/08/1955,23/01/2020,,0,web,,,,,,01/01/2020 00:00:00,MOYEN,MAXI,ELEVE,MAXI
142,Thomas,Jacqueline,M,175 Rue de la Paix,Reims,51100,0657972798,jacqueline_thomas34@orange.fr,Régime général,09/04/1958,17/11/2021,13/09/1956,0,MH2,,,,,,18/10/2021 00:00:00,MAXI,MAXI,MOYEN,ELEVE
143,Mercier,Marie,Mme,167 Rue Nationale,Lyon,69001,0607229034,mariemercier@hotmail.fr,Régime général,25/10/1992,24/02/2020,,1,fb-compagne-2023,08/11/2017,,,,,06/01/2020 00:00:00,ECO,MAXI,MOYEN,MOYEN
144,André,Bruno,Mme,131 Rue République,Toulon,83000,0741715454,bruno_andre@laposte.net,Régime agricole,15/04/1988,16/02/2022,,1,MH-32MC,13/10/2006,,,,,01/02/2022 00:00:00,MAXI,ELEVE,ELEVE,MAXI
145,Rousseau,Christine,M,170 Rue République,Argenteuil,95100,0607446660,christinerousseau@laposte.net,Régime général,26/01/1989,13/07/2022,,0,web,,,,,,08/05/2022 00:00:00,MAXI,MAXI,ECO,ELEVE
146,Dumont,Julien,Mme,33 Rue République,Montpellier,34000,0651353465,julien_dumont@orange.fr,Régime général,21/09/1960,03/03/2021,,3,web,17/06/2000,27/03/2012,06/09/2000,,,16/02/2021 00:00:00,MAXI,ECO,MAXI,ELEVE
147,Thomas,Eric,M,118 Rue Victor Hugo,Créteil,94000,0721752500,eric_thomas22@orange.fr,Hors sécu,20/10/1969,09/06/2024,04/09/1971,3,couple30_54_Vital,17/07/2003,02/07/2015,07/03/2020,,,14/03/2024 00:00:00,ELEVE,MAXI,MAXI,MOYEN
148,Richard,Annie,M,194 Rue des Fleurs,Nice,06000,0600335421,annie_richard@sfr.fr,Régime général,21/07/1968,13/08/2025,13/08/1967,2,web,18/01/2025,12/12/2019,,,,18/06/2025 00:00:00,MOYEN,MOYEN,MOYEN,MAXI
149,Dubois,Marc,M,112 Rue Victor Hugo,Lille,59000,0775326033,marcdubois3@yahoo.fr,Alsace-Moselle,15/05/1942,12/01/2021,,0,web,,,,,,15/11/2020 00:00:00,ELEVE,ELEVE,MAXI,ELEVE
150,Lefevre,Isabelle,M,170 Rue de la Paix,Boulogne-Billancourt,92100,0601676184,isabelle_lefevre89@laposte.net,Régime agricole,13/01/1966,13/08/2025,,1,web,20/09/2017,,,,,12/08/2025 00:00:00,MOYEN,ECO,MAXI,ECO
151,Mathieu,Pascal,Mme,30 Rue de la Paix,Toulouse,31000,0739348356,pascal_mathieu64@yahoo.fr,Régime général,09/09/1959,31/03/2019,,2,couple30_54_Vital,14/03/1997,24/09/2016,,,,08/02/2019 00:00:00,MAXI,MAXI,ELEVE,MAXI
152,David,Monique,Mme,39 Rue de la Paix,Paris,75001,0614374470,monique.david6@hotmail.fr,Régime général,03/11/2003,17/07/2021,,0,web,,,,,,30/04/2021 00:00:00,MAXI,MAXI,ELEVE,MOYEN
153,Clement,Julie,Mme,113 Rue des Fleurs,Rennes,35000,0715521667,julie_clement@hotmail.fr,Alsace-Moselle,04/12/1977,16/04/2022,28/01/1982,1,web,21/11/2018,,,,,05/04/2022 00:00:00,ECO,MOYEN,MOYEN,MOYEN
154,Simon,Caroline,Mme,146 Rue Nationale,Toulouse,31000,0696590277,caroline.simon@free.fr,Régime général,24/12/1998,27/07/2024,14/02/2001,0,web,,,,,,12/05/2024 00:00:00,MAXI,MOYEN,MOYEN,ELEVE
155,Morel,Caroline,Mme,58 Rue République,Paris,75001,0663756289,caroline.morel@gmail.com,Hors sécu,17/11/1956,13/12/2019,,0,MH-60S,,,,,,17/09/2019 00:00:00,MOYEN,ELEVE,MAXI,MAXI
156,Garnier,Christophe,Mme,104 Rue Victor Hugo,Nantes,44000,0677971775,christophe.garnier@free.fr,Régime général,11/08/1998,16/10/2020,17/01/1999,0,web,,,,,,04/10/2020 00:00:00,MAXI,MOYEN,MAXI,ELEVE
157,Lambert,Françoise,M,144 Rue Victor Hugo,Lyon,69001,0755037589,françoiselambert@free.fr,Régime général,01/09/1966,02/06/2019,,1,web,20/10/1994,,,,,14/03/2019 00:00:00,MOYEN,MOYEN,MOYEN,MAXI
158,Petit,Isabelle,Mme,12 Rue Victor Hugo,Argenteuil,95100,0726149331,isabelle_petit@yahoo.fr,Régime général,01/04/1963,25/02/2023,18/05/1958,0,MH80,,,,,,28/01/2023 00:00:00,MAXI,MAXI,MAXI,MOYEN
159,Lambert,Philippe,Mme,118 Rue des Fleurs,Lyon,69001,0670808697,philippelambert@hotmail.fr,Régime TNS,27/11/1944,05/03/2021,,0,MH-50M-Eric,,,,,,19/02/2021 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
160,Leroy,Julien,M,102 Rue République,Toulouse,31000,0772269848,julien_leroy@laposte.net,Régime général,20/11/1978,14/02/2021,,2,web,13/09/2010,23/10/2007,,,,26/12/2020 00:00:00,ECO,MAXI,MOYEN,MOYEN
161,Michel,Nicolas,M,195 Rue République,Villeurbanne,69100,0799684608,nicolas.michel@gmail.com,Hors sécu,22/05/1962,15/04/2025,23/03/1957,2,MH-42,17/03/2005,21/12/2008,,,,17/03/2025 00:00:00,MAXI,MAXI,ELEVE,MOYEN
162,Roux,Nicolas,M,177 Rue République,Argenteuil,95100,0680571983,nicolasroux@laposte.net,Régime général,10/03/1951,07/08/2019,,0,web,,,,,,06/08/2019 00:00:00,MAXI,ELEVE,MOYEN,MOYEN
163,Mathieu,Thomas,Mme,58 Rue République,Lyon,69001,0634721228,thomas.mathieu36@free.fr,Régime général,13/07/1944,14/09/2021,18/06/1941,1,MH-80,24/01/2020,,,,,31/08/2021 00:00:00,ELEVE,ELEVE,ELEVE,MAXI
164,Simon,Laurent,Mme,199 Rue des Fleurs,Nîmes,30000,0779851583,laurent.simon65@sfr.fr,Régime général,01/05/1953,19/04/2025,05/01/1956,0,web,,,,,,29/03/2025 00:00:00,MOYEN,MAXI,MAXI,MAXI
165,Blanc,Christian,Mme,193 Rue des Fleurs,Saint-Étienne,42000,0780157399,christian.blanc@gmail.com,Régime agricole,08/06/1997,25/11/2020,,1,MH-30M,11/06/2015,,,,,14/10/2020 00:00:00,MAXI,ELEVE,ELEVE,ELEVE
166,Durand,Sébastien,Mme,25 Rue Victor Hugo,Saint-Étienne,42000,0613361386,sebastiendurand@hotmail.fr,Régime général,24/09/1988,09/08/2022,17/06/1985,2,Celibataire_178_Vital,16/08/2006,21/05/2021,,,,07/08/2022 00:00:00,MAXI,ECO,MAXI,MOYEN
167,Dumont,Jacqueline,M,67 Rue Nationale,Rennes,35000,0776650618,jacqueline.dumont@laposte.net,Alsace-Moselle,03/02/2000,04/11/2020,03/09/2001,0,web,,,,,,21/09/2020 00:00:00,MAXI,MAXI,ELEVE,ECO
168,Robert,Thomas,M,98 Rue Nationale,Reims,51100,0672832684,thomasrobert94@yahoo.fr,Régime général,04/09/1942,01/10/2019,20/05/1939,0,MH80,,,,,,17/09/2019 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
169,Guerin,Sandrine,M,55 Rue Nationale,Nice,06000,0622394312,sandrineguerin@hotmail.fr,Régime général,01/01/1998,07/05/2023,,2,DR,18/09/2017,07/05/2022,,,,09/03/2023 00:00:00,ELEVE,MAXI,MOYEN,ELEVE
170,Guerin,Caroline,Mme,82 Rue Nationale,Marseille,13001,0759492995,caroline_guerin41@free.fr,Régime général,03/11/1983,19/09/2019,19/12/1985,3,couple30_54_Vital,12/06/2004,21/11/2015,10/02/2012,,,11/08/2019 00:00:00,ELEVE,ECO,MOYEN,ELEVE
171,Fontaine,Audrey,M,115 Rue République,Créteil,94000,0778129142,audreyfontaine81@yahoo.fr,Régime général,27/05/1976,18/12/2021,11/12/1971,0,web,,,,,,05/10/2021 00:00:00,ELEVE,ECO,MAXI,MAXI
172,Faure,Marie,M,94 Rue Nationale,Créteil,94000,0694278816,marie_faure31@sfr.fr,Alsace-Moselle,19/10/2000,14/12/2019,,2,web,18/01/2019,18/09/2018,,,,10/11/2019 00:00:00,ELEVE,ECO,ECO,MOYEN
173,Simon,Didier,M,92 Rue de la Paix,Nantes,44000,0673145303,didiersimon@hotmail.fr,Régime TNS,22/10/1966,25/11/2020,,0,MH-50M-Eric,,,,,,10/11/2020 00:00:00,ELEVE,MOYEN,MAXI,ELEVE
174,Dubois,Pierre,Mme,168 Rue Nationale,Créteil,94000,0791846386,pierre_dubois@hotmail.fr,Régime général,23/02/1986,09/06/2024,,2,ERIC,27/05/2004,18/10/2016,,,,07/04/2024 00:00:00,ELEVE,MOYEN,ECO,ELEVE
175,Martin,Patrick,Mme,155 Rue de la Paix,Dijon,21000,0665177739,patrick.martin@laposte.net,Régime général,15/03/1950,28/06/2024,21/09/1954,1,couple30_54_Vital,05/04/2016,,,,,17/06/2024 00:00:00,MOYEN,ELEVE,MAXI,ELEVE
176,Leroy,Pierre,M,47 Rue des Fleurs,Nîmes,30000,0799041379,pierre_leroy@hotmail.fr,Régime général,05/03/1964,10/04/2019,,1,web,05/10/2018,,,,,02/04/2019 00:00:00,MAXI,ELEVE,MAXI,MOYEN
177,Moreau,Patrick,Mme,117 Rue des Fleurs,Saint-Denis,93200,0636621038,patrickmoreau@laposte.net,Régime général,20/03/1966,27/06/2021,,0,zra-sept,,,,,,17/06/2021 00:00:00,MOYEN,MAXI,ELEVE,MAXI
178,Legrand,Catherine,M,124 Rue Victor Hugo,Villeurbanne,69100,0668650863,catherine_legrand@hotmail.fr,Régime agricole,26/01/1964,30/09/2020,,0,MH50-Eric,,,,,,04/09/2020 00:00:00,MAXI,MAXI,MAXI,ELEVE
179,Leroy,Chantal,M,182 Rue de la Paix,Bordeaux,33000,0680635651,chantal.leroy@free.fr,Régime général,28/04/1974,06/12/2022,14/09/1970,0,fb-mutuelle-senior-mars-1,,,,,,06/12/2022 00:00:00,ELEVE,MAXI,ELEVE,MOYEN
180,Blanc,Christophe,Mme,46 Rue République,Le Havre,76600,0744956213,christophe_blanc@hotmail.fr,Régime général,20/06/1967,19/11/2021,25/07/1962,0,web,,,,,,04/11/2021 00:00:00,MOYEN,ELEVE,ECO,ELEVE
181,Faure,Sylvie,M,42 Rue Nationale,Saint-Étienne,42000,0612796114,sylvie.faure5@orange.fr,Régime TNS,26/06/1952,14/11/2020,,0,web,,,,,,24/10/2020 00:00:00,ELEVE,ECO,MOYEN,ELEVE
182,Morin,Brigitte,Mme,133 Rue Victor Hugo,Dijon,21000,0605302146,brigitte_morin@laposte.net,Régime général,20/12/1987,13/07/2023,16/11/1990,2,web,07/01/2009,02/04/2014,,,,24/04/2023 00:00:00,ELEVE,MAXI,ELEVE,ECO
183,Martin,Valérie,M,150 Rue République,Montreuil,93100,0743937690,valerie_martin@yahoo.fr,Régime général,03/02/1962,22/10/2025,,0,web,,,,,,28/07/2025 00:00:00,MAXI,MOYEN,ELEVE,ELEVE
184,Vincent,Jacques,M,145 Rue Nationale,Rennes,35000,0657790714,jacques.vincent@free.fr,Régime général,26/02/1942,14/05/2020,,2,web,27/09/2012,09/10/1995,,,,12/03/2020 00:00:00,ELEVE,ELEVE,MOYEN,ELEVE
185,Morel,Julie,M,64 Rue République,Le Havre,76600,0665182755,julie.morel96@sfr.fr,Régime général,17/06/1942,08/08/2021,,0,web,,,,,,21/06/2021 00:00:00,MOYEN,ELEVE,MAXI,MAXI
186,Lefebvre,Émilie,Mme,40 Rue de la Paix,Montpellier,34000,0617908075,emilielefebvre@orange.fr,Régime général,28/04/1956,28/02/2021,27/04/1958,0,web,,,,,,17/02/2021 00:00:00,ELEVE,MAXI,ECO,MAXI
187,Laurent,Annie,Mme,123 Rue des Fleurs,Argenteuil,95100,0685627187,annie_laurent87@laposte.net,Régime général,09/09/1949,19/08/2025,02/03/1945,0,MH-30M,,,,,,11/06/2025 00:00:00,MAXI,MAXI,MAXI,ELEVE
188,Petit,Corinne,Mme,94 Rue Nationale,Rennes,35000,0772929314,corinne.petit@sfr.fr,Régime général,28/10/1980,14/07/2021,08/05/1977,3,Celibataire_45_Eric,20/08/2013,06/06/2011,07/07/2006,,,13/05/2021 00:00:00,ELEVE,MAXI,MOYEN,ELEVE
189,Fontaine,Christine,M,102 Rue de la Paix,Nice,06000,0603471754,christine_fontaine@orange.fr,Alsace-Moselle,06/01/1975,11/04/2023,17/11/1978,2,web,11/12/2006,10/08/1998,,,,10/04/2023 00:00:00,ECO,MOYEN,MOYEN,MAXI
190,Lambert,Marie,Mme,173 Rue des Fleurs,Toulouse,31000,0771694722,marielambert@hotmail.fr,Hors sécu,20/11/1981,01/12/2021,21/11/1977,1,web,25/03/2004,,,,,21/11/2021 00:00:00,MOYEN,ELEVE,ELEVE,ELEVE
191,Robert,Christophe,Mme,70 Rue Nationale,Marseille,13001,0798762202,christopherobert@yahoo.fr,Alsace-Moselle,08/06/1995,06/10/2023,,1,web,23/05/2013,,,,,24/09/2023 00:00:00,MAXI,MAXI,ELEVE,MOYEN
192,Dupont,François,M,135 Rue de la Paix,Toulouse,31000,0649216433,françoisdupont@orange.fr,Régime général,16/02/1995,06/12/2019,,0,web,,,,,,24/11/2019 00:00:00,MOYEN,MOYEN,MAXI,ELEVE
193,Simon,Valérie,M,120 Rue des Fleurs,Paris,75001,0787282997,valeriesimon@laposte.net,Régime général,12/11/2000,15/08/2020,,0,web,,,,,,01/06/2020 00:00:00,MOYEN,MAXI,ECO,MAXI
194,Perrin,Valérie,Mme,3 Rue de la Paix,Créteil,94000,0654780774,valerie.perrin@hotmail.fr,Régime général,12/05/1973,08/05/2025,15/02/1975,1,PROGES,14/06/2016,,,,,29/04/2025 00:00:00,ELEVE,MAXI,MAXI,ELEVE
195,Martin,Sébastien,M,97 Rue Victor Hugo,Angers,49000,0716389448,sebastien_martin9@free.fr,Régime général,14/04/1981,26/04/2022,,1,fb-compagne-2023,08/07/2009,,,,,14/04/2022 00:00:00,MOYEN,ELEVE,ELEVE,ELEVE
196,Durand,Stéphane,M,13 Rue des Fleurs,Créteil,94000,0621442703,stephane.durand28@yahoo.fr,Alsace-Moselle,15/10/1974,20/02/2021,07/08/1970,0,fb-compagne-2023,,,,,,17/01/2021 00:00:00,MOYEN,MOYEN,MAXI,MOYEN
197,Garnier,Patricia,Mme,32 Rue Victor Hugo,Reims,51100,0773037183,patricia_garnier@free.fr,Régime général,26/12/1975,17/11/2022,02/03/1979,3,web,03/07/2014,06/08/2005,27/05/2016,,,01/11/2022 00:00:00,MAXI,ELEVE,ELEVE,MOYEN
198,Perrin,François,Mme,51 Rue République,Montreuil,93100,0631365024,françoisperrin@gmail.com,Régime général,18/12/2002,11/07/2022,,0,web,,,,,,02/07/2022 00:00:00,MAXI,MOYEN,ELEVE,MOYEN
199,Henry,Pierre,M,195 Rue de la Paix,Saint-Denis,93200,0652812735,pierrehenry@hotmail.fr,Régime général,23/08/1959,19/11/2021,,2,MH80,08/02/2010,03/08/2016,,,,22/09/2021 00:00:00,ELEVE,MOYEN,MOYEN,MOYEN
200,Lefebvre,Julien,Mme,76 Rue des Fleurs,Paris,75001,0739285574,julienlefebvre@hotmail.fr,Régime général,12/07/1960,17/02/2023,,1,MH1,16/01/2014,,,,,23/11/2022 00:00:00,ELEVE,MOYEN,ELEVE,MAXI
201,Vincent,Didier,M,159 Rue République,Bordeaux,33000,0651863878,didier.vincent53@sfr.fr,Régime général,15/06/1967,27/10/2019,13/09/1962,0,web,,,,,,10/10/2019 00:00:00,ELEVE,ELEVE,ELEVE,MAXI
202,Rousseau,Philippe,M,26 Rue de la Paix,Versailles,78000,0778994053,philipperousseau27@laposte.net,Régime général,27/01/2000,18/08/2022,,1,MH-42,07/01/2021,,,,,12/08/2022 00:00:00,MOYEN,ECO,MOYEN,ECO
203,Perrin,Jacqueline,M,11 Rue de la Paix,Lyon,69001,0713811386,jacqueline.perrin@yahoo.fr,Hors sécu,24/09/1983,25/09/2024,,2,web,26/06/2011,27/01/2002,,,,05/07/2024 00:00:00,MOYEN,MOYEN,MAXI,MOYEN
204,Fontaine,Sandrine,M,43 Rue Victor Hugo,Angers,49000,0785289755,sandrinefontaine@orange.fr,Régime général,04/12/1977,12/11/2021,,2,web,22/06/2003,22/12/2007,,,,15/10/2021 00:00:00,MAXI,MAXI,ECO,MAXI
205,Lopez,Marc,Mme,115 Rue Nationale,Rennes,35000,0604908240,marc_lopez41@yahoo.fr,Régime agricole,19/04/1967,30/08/2023,,1,web,24/09/2011,,,,,16/08/2023 00:00:00,ELEVE,ELEVE,MAXI,MOYEN
206,Faure,Sandrine,Mme,150 Rue Victor Hugo,Angers,49000,0644196931,sandrinefaure@orange.fr,Régime général,05/10/1965,10/04/2019,05/06/1963,0,MH-30M,,,,,,30/03/2019 00:00:00,MOYEN,ELEVE,MAXI,MOYEN
207,Gauthier,Marc,Mme,200 Rue de la Paix,Boulogne-Billancourt,92100,0756613906,marc.gauthier@orange.fr,Régime général,20/02/1966,03/01/2021,,1,MH-42,26/12/2019,,,,,09/12/2020 00:00:00,MOYEN,ELEVE,MAXI,MAXI
208,Faure,Thierry,M,75 Rue Nationale,Boulogne-Billancourt,92100,0625179086,thierry_faure@gmail.com,Régime général,02/03/1990,13/08/2022,,2,web,25/08/2016,17/10/2013,,,,31/07/2022 00:00:00,MAXI,ELEVE,ECO,MAXI
209,Leroy,Vincent,M,69 Rue Nationale,Grenoble,38000,0791166553,vincent_leroy@orange.fr,Régime général,16/04/1970,17/11/2023,18/04/1966,1,web,17/12/2004,,,,,15/11/2023 00:00:00,ELEVE,ELEVE,ELEVE,MOYEN
210,André,François,Mme,29 Rue de la Paix,Villeurbanne,69100,0692405147,françois_andre@gmail.com,Régime CFE,20/08/1949,05/05/2019,07/04/1954,1,web,05/06/1998,,,,,10/04/2019 00:00:00,MAXI,ELEVE,MAXI,MAXI
211,Blanc,Sylvie,M,12 Rue République,Dijon,21000,0604394070,sylvie.blanc@free.fr,Alsace-Moselle,18/05/1959,04/04/2025,23/12/1962,1,Celibataire_178_Vital,13/01/2004,,,,,12/01/2025 00:00:00,ELEVE,ELEVE,MAXI,MAXI
212,Vincent,Marie,M,129 Rue Nationale,Créteil,94000,0603845762,marie.vincent@orange.fr,Régime TNS,13/04/1981,21/01/2023,,2,web,11/02/2001,18/10/2008,,,,15/01/2023 00:00:00,MAXI,MOYEN,ELEVE,ECO
213,Faure,Martine,Mme,39 Rue République,Bordeaux,33000,0721689363,martinefaure@yahoo.fr,Régime général,21/01/1953,07/02/2023,18/01/1952,0,web,,,,,,26/12/2022 00:00:00,MAXI,ELEVE,ELEVE,MOYEN
